   id,  t_abs,t_diff,  addr, rssi,  lane
    0,      0,   752, 65:02,  -49,    0
    1,      1,   418, 65:02,  -45,    0
    2,      1,   420, 65:02,  -51,    0
    3,      2,   403, 65:02,  -57,    0
    4,      2,   386, 65:02,  -67,    0
    5,      3,   428, 65:02,  -57,    0
    6,      3,   358, 65:02,  -51,    0
    7,      4,   815, 65:02,  -54,    0
    8,      5,   374, 65:02,  -56,    0
    9,      5,   371, 65:02,  -60,    0
   10,      6,   379, 65:02,  -67,    0
   11,      6,   376, 65:02,  -71,    0
   12,      7,   392, 65:02,  -61,    0
   13,      7,   380, 65:02,  -60,    0
   14,      8,   367, 65:02,  -65,    0
   15,      8,   372, 65:02,  -62,    0
   16,      9,   409, 65:02,  -67,    0
   17,      9,   352, 65:02,  -58,    0
   18,     10,   367, 65:02,  -63,    0
   19,     10,   839, 65:02,  -64,    0
   20,     11,   372, 65:02,  -58,    0
   21,     12,   321, 65:02,  -67,    0
   22,     12,   863, 65:02,  -67,    0
   23,     13,   380, 65:02,  -58,    0
   24,     13,   365, 65:02,  -62,    0
   25,     14,   383, 65:02,  -59,    0
   26,     14,   845, 65:02,  -58,    0
   27,     15,   853, 65:02,  -59,    0
   28,     16,   372, 65:02,  -56,    0
   29,     17,   372, 65:02,  -59,    0
   30,     17,   386, 65:02,  -62,    0
   31,     18,   359, 65:02,  -70,    0
   32,     18,   378, 65:02,  -75,    0
   33,     19,   363, 65:02,  -64,    0
   34,     19,   377, 65:02,  -51,    0
   35,     20,   331, 65:02,  -63,    0
   36,     20,   366, 65:02,  -62,    0
   37,     21,   381, 65:02,  -64,    0
   38,     21,   848, 65:02,  -60,    0
   39,     22,   363, 65:02,  -53,    0
   40,     23,   378, 65:02,  -72,    0
   41,     23,   390, 65:02,  -70,    0
   42,     24,   858, 65:02,  -48,    0
   43,     25,   358, 65:02,  -47,    0
   44,     25,   374, 65:02,  -51,    0
   45,     25,   376, 65:02,  -50,    0
   46,     26,   363, 65:02,  -50,    0
   47,     26,   377, 65:02,  -51,    0
   48,     27,   366, 65:02,  -51,    0
   49,     27,   328, 65:02,  -54,    0
   50,     28,   846, 65:02,  -51,    0
   51,     29,   390, 65:02,  -48,    0
   52,     29,   342, 65:02,  -47,    0
   53,     30,   854, 65:02,  -61,    0
   54,     31,   858, 65:02,  -59,    0
   55,     32,   360, 65:02,  -70,    0
   56,     32,   383, 65:02,  -60,    0
   57,     33,   364, 65:02,  -57,    0
   58,     33,   391, 65:02,  -60,    0
   59,     34,   354, 65:02,  -59,    0
   60,     34,   374, 65:02,  -60,    0
   61,     35,   364, 65:02,  -60,    0
   62,     35,   377, 65:02,  -61,    0
   63,     36,   310, 65:02,  -56,    0
   64,     36,   365, 65:02,  -61,    0
   65,     37,   391, 65:02,  -46,    0
   66,     37,   356, 65:02,  -70,    0
   67,     37,   365, 65:02,  -69,    0
   68,     38,   356, 65:02,  -61,    0
   69,     38,   356, 65:02,  -48,    0
   70,     39,   370, 65:02,  -47,    0
   71,     39,   366, 65:02,  -45,    0
   72,     40,   373, 65:02,  -57,    0
   73,     40,   846, 65:02,  -47,    0
   74,     41,   376, 65:02,  -57,    0
   75,     42,   336, 65:02,  -55,    0
   76,     42,   840, 65:02,  -45,    0
   77,     43,   299, 65:02,  -46,    0
   78,     44,   363, 65:02,  -45,    0
   79,     44,   386, 65:02,  -45,    0
   80,     45,   840, 65:02,  -46,    0
   81,     46,   351, 65:02,  -56,    0
   82,     46,   359, 65:02,  -45,    0
   83,     47,   864, 65:02,  -46,    0
   84,     48,   347, 65:02,  -56,    0
   85,     48,   365, 65:02,  -46,    0
   86,     49,   364, 65:02,  -46,    0
   87,     49,   387, 65:02,  -46,    0
   88,     49,   348, 65:02,  -58,    0
   89,     50,   384, 65:02,  -46,    0
   90,     50,   355, 65:02,  -57,    0
   91,     51,   281, 65:02,  -46,    0
   92,     51,   374, 65:02,  -45,    0
   93,     52,  1318, 65:02,  -57,    0
   94,     53,   384, 65:02,  -57,    0
   95,     54,   326, 65:02,  -46,    0
   96,     54,   329, 65:02,  -46,    0
   97,     55,   385, 65:02,  -46,    0
   98,     55,   374, 65:02,  -46,    0
   99,     56,   389, 65:02,  -46,    0
  100,     56,   377, 65:02,  -46,    0
  101,     57,   383, 65:02,  -46,    0
  102,     57,   409, 65:02,  -57,    0
  103,     58,   338, 65:02,  -57,    0
  104,     58,   885, 65:02,  -58,    0
  105,     59,   310, 65:02,  -45,    0
  106,     60,   402, 65:02,  -46,    0
  107,     60,   359, 65:02,  -46,    0
  108,     60,   415, 65:02,  -46,    0
  109,     61,   356, 65:02,  -59,    0
  110,     61,   367, 65:02,  -46,    0
  111,     62,   390, 65:02,  -45,    0
  112,     62,   363, 65:02,  -46,    0
  113,     63,   357, 65:02,  -45,    0
  114,     63,   404, 65:02,  -46,    0
  115,     64,   359, 65:02,  -46,    0
  116,     64,   864, 65:02,  -46,    0
  117,     65,   360, 65:02,  -59,    0
  118,     66,   404, 65:02,  -45,    0
  119,     66,   302, 65:02,  -46,    0
  120,     67,   367, 65:02,  -45,    0
  121,     67,   380, 65:02,  -46,    0
  122,     68,   860, 65:02,  -46,    0
  123,     69,   366, 65:02,  -46,    0
  124,     69,   409, 65:02,  -45,    0
  125,     70,   346, 65:02,  -57,    0
  126,     70,   405, 65:02,  -46,    0
  127,     71,   351, 65:02,  -58,    0
  128,     71,   389, 65:02,  -45,    0
  129,     72,   356, 65:02,  -58,    0
  130,     72,   377, 65:02,  -46,    0
  131,     73,   400, 65:02,  -46,    0
  132,     73,   350, 65:02,  -58,    0
  133,     74,   325, 65:02,  -46,    0
  134,     74,   366, 65:02,  -46,    0
  135,     74,   378, 65:02,  -46,    0
  136,     75,   380, 65:02,  -46,    0
  137,     75,   366, 65:02,  -57,    0
  138,     76,   399, 65:02,  -46,    0
  139,     76,   356, 65:02,  -55,    0
  140,     77,   869, 65:02,  -45,    0
  141,     78,   364, 65:02,  -46,    0
  142,     78,  1330, 65:02,  -57,    0
  143,     80,   880, 65:02,  -45,    0
  144,     81,   348, 65:02,  -57,    0
  145,     81,   859, 65:02,  -45,    0
  146,     82,   381, 65:02,  -55,    0
  147,     83,   306, 65:02,  -48,    0
  148,     83,   369, 65:02,  -48,    0
  149,     84,   398, 65:02,  -47,    0
  150,     84,   351, 65:02,  -48,    0
  151,     85,  1339, 65:02,  -41,    0
  152,     86,   371, 65:02,  -48,    0
  153,     86,   362, 65:02,  -54,    0
  154,     87,   399, 65:02,  -61,    0
  155,     87,   345, 65:02,  -51,    0
  156,     88,   392, 65:02,  -62,    0
  157,     88,   355, 65:02,  -52,    0
  158,     89,   373, 65:02,  -54,    0
  159,     89,   365, 65:02,  -62,    0
  160,     90,   363, 65:02,  -60,    0
  161,     90,  1283, 65:02,  -51,    0
  162,     92,   855, 65:02,  -56,    0
  163,     93,   369, 65:02,  -62,    0
  164,     93,   837, 65:02,  -64,    0
  165,     94,   368, 65:02,  -56,    0
  166,     95,   366, 65:02,  -57,    0
  167,     95,   367, 65:02,  -54,    0
  168,     96,   371, 65:02,  -65,    0
  169,     96,   377, 65:02,  -60,    0
  170,     97,   361, 65:02,  -67,    0
  171,     97,   368, 65:02,  -59,    0
  172,     97,   376, 65:02,  -56,    0
  173,     98,   372, 65:02,  -60,    0
  174,     98,   380, 65:02,  -59,    0
  175,     99,   313, 65:02,  -54,    0
  176,     99,   367, 65:02,  -58,    0
  177,    100,   356, 65:02,  -59,    0
  178,    100,   367, 65:02,  -53,    0
  179,    101,   835, 65:02,  -65,    0
  180,    102,   375, 65:02,  -49,    0
  181,    102,   860, 65:02,  -72,    0
  182,    103,   355, 65:02,  -46,    0
  183,    104,   359, 65:02,  -54,    0
  184,    104,   362, 65:02,  -46,    0
  185,    105,   368, 65:02,  -49,    0
  186,    105,   372, 65:02,  -68,    0
  187,    106,   377, 65:02,  -53,    0
  188,    106,   823, 65:02,  -65,    0
  189,    107,   326, 65:02,  -63,    0
  190,    108,   355, 65:02,  -58,    0
  191,    108,  1326, 65:02,  -52,    0
  192,    109,   377, 65:02,  -63,    0
  193,    110,   360, 65:02,  -56,    0
  194,    110,   362, 65:02,  -61,    0
  195,    111,   823, 65:02,  -58,    0
  196,    112,   370, 65:02,  -70,    0
  197,    112,   351, 65:02,  -62,    0
  198,    113,   814, 65:02,  -51,    0
  199,    114,   375, 65:02,  -53,    0
  200,    114,   389, 65:02,  -51,    0
  201,    115,   376, 65:02,  -52,    0
  202,    115,   388, 65:02,  -64,    0
  203,    116,   346, 65:02,  -56,    0
  204,    116,   389, 65:02,  -54,    0
  205,    117,   370, 65:02,  -55,    0
  206,    117,   367, 65:02,  -55,    0
  207,    118,   383, 65:02,  -54,    0
  208,    118,   364, 65:02,  -57,    0
  209,    119,  5009, xx:xx, -120,    0
  210,    124,  5004, xx:xx, -120,    0
  211,    129,  5009, xx:xx, -120,    0
  212,    134,  5004, xx:xx, -120,    0
  213,    139,  5019, xx:xx, -120,    0
  214,    144,  5006, xx:xx, -120,    0
  215,    149,  5004, xx:xx, -120,    0
  216,    154,  5004, xx:xx, -120,    0
  217,    160,  2965, 65:02,  -84,    0
  218,    163,  1334, 65:02,  -83,    0
  219,    164,   364, 65:02,  -87,    0
  220,    164,   386, 65:02,  -97,    0
  221,    165,   376, 65:02,  -91,    0
  222,    165,   376, 65:02,  -97,    0
  223,    166,   862, 65:02,  -78,    0
  224,    167,   364, 65:02,  -82,    0
  225,    167,   377, 65:02,  -82,    0
  226,    168,   379, 65:02,  -82,    0
  227,    168,   368, 65:02,  -81,    0
  228,    169,   379, 65:02,  -82,    0
  229,    169,   377, 65:02,  -82,    0
  230,    170,   380, 65:02,  -83,    0
  231,    170,   320, 65:02,  -81,    0
  232,    171,   367, 65:02,  -89,    0
  233,    171,   380, 65:02,  -87,    0
  234,    172,   384, 65:02,  -85,    0
  235,    172,   371, 65:02,  -80,    0
  236,    173,   374, 65:02,  -77,    0
  237,    173,   372, 65:02,  -91,    0
  238,    174,   384, 65:02,  -77,    0
  239,    174,   368, 65:02,  -85,    0
  240,    175,   387, 65:02,  -85,    0
  241,    175,   842, 65:02,  -84,    0
  242,    176,   851, 65:02,  -79,    1
  243,    177,   326, 65:02,  -74,    1
  244,    177,   372, 65:02,  -66,    1
  245,    178,   317, 65:02,  -63,    1
  246,    178,   858, 65:02,  -70,    1
  247,    179,   378, 65:02,  -71,    1
  248,    180,   373, 65:02,  -74,    1
  249,    180,   380, 65:02,  -73,    1
  250,    181,   367, 65:02,  -72,    1
  251,    181,   369, 65:02,  -60,    1
  252,    182,   374, 65:02,  -58,    1
  253,    182,   373, 65:02,  -58,    1
  254,    183,   374, 65:02,  -60,    1
  255,    183,   853, 65:02,  -69,    1
  256,    184,   362, 65:02,  -70,    1
  257,    185,   384, 65:02,  -68,    1
  258,    185,   859, 65:02,  -63,    1
  259,    186,   306, 65:02,  -67,    1
  260,    187,   373, 65:02,  -74,    1
  261,    187,   379, 65:02,  -75,    1
  262,    188,   359, 65:02,  -97,    1
  263,    188,   852, 65:02, -100,    1
  264,    189,  2767, 65:02,  -85,    1
  265,    192,   372, 65:02,  -91,    1
  266,    192,   373, 65:02,  -94,    1
  267,    193,   847, 65:02,  -90,    1
  268,    194,  1812, 65:02, -100,    1
  269,    196,   372, 65:02,  -99,    1
  270,    196,  2296, 65:02,  -92,    1
  271,    199,   843, 65:02,  -91,    1
  272,    200,  2286, 65:02,  -92,    1
  273,    202,   314, 65:02,  -96,    1
  274,    202,  2772, 65:02,  -90,    1
  275,    205,  1324, 65:02,  -92,    1
  276,    207,  2287, 65:02,  -99,    1
  277,    209,  5004, xx:xx, -120,    1
  278,    214,  1488, 65:02,  -96,    1
  279,    216,  1815, 65:02,  -95,    1
  280,    218,  4206, 65:02,  -96,    1
  281,    222,  3261, 65:02, -103,    1
  282,    225,  2754, 65:02,  -92,    1
  283,    228,   850, 65:02,  -92,    1
  284,    229,   360, 65:02,  -97,    2
  285,    230,  2234, 65:02,  -97,    2
  286,    232,  1793, 65:02,  -97,    2
  287,    234,   783, 65:02,  -94,    2
  288,    235,   366, 65:02,  -86,    2
  289,    236,   371, 65:02,  -93,    2
  290,    236,   359, 65:02,  -88,    2
  291,    236,   368, 65:02,  -95,    2
  292,    237,   362, 65:02,  -86,    2
  293,    237,   840, 65:02,  -99,    2
  294,    238,   368, 65:02,  -98,    2
  295,    239,   358, 65:02,  -86,    2
  296,    239,   366, 65:02,  -89,    2
  297,    240,   370, 65:02,  -77,    2
  298,    240,   364, 65:02,  -73,    2
  299,    241,   362, 65:02,  -82,    2
  300,    241,   332, 65:02,  -79,    2
  301,    242,   331, 65:02,  -85,    2
  302,    242,  1347, 65:02,  -91,    2
  303,    244,   379, 65:02,  -97,    2
  304,    244,   383, 65:02,  -99,    2
  305,    245,   384, 65:02,  -87,    2
  306,    245,  1816, 65:02,  -84,    2
  307,    247,   386, 65:02,  -92,    2
  308,    248,   376, 65:02,  -95,    2
  309,    248,   382, 65:02,  -95,    2
  310,    248,   384, 65:02,  -87,    2
  311,    249,   384, 65:02,  -92,    2
  312,    249,  2296, 65:02,  -89,    2
  313,    252,  2306, 65:02,  -90,    2
  314,    254,   382, 65:02,  -94,    2
  315,    255,   325, 65:02,  -96,    2
  316,    255,  3270, 65:02,  -99,    2
  317,    259,   364, 65:02,  -96,    2
  318,    259,  1332, 65:02,  -97,    2
  319,    260,  2292, 65:02,  -93,    2
  320,    263,  2786, 65:02,  -97,    2
  321,    266,  4693, 65:02,  -95,    2
  322,    271,  1359, 65:02, -101,    2
  323,    272,   360, 65:02,  -98,    2
  324,    272,   374, 65:02,  -95,    2
  325,    273,  3738, 65:02,  -95,    2
  326,    277,  3261, 65:02, -102,    2
  327,    280,  2776, 65:02,  -97,    2
  328,    283,  1327, 65:02,  -98,    2
  329,    285,  2724, 65:02, -100,    2
  330,    287,   371, 65:02,  -92,    2
  331,    288,  2779, 65:02,  -88,    2
  332,    291,   374, 65:02, -100,    2
  333,    291,   377, 65:02,  -90,    2
  334,    292,   376, 65:02,  -95,    2
  335,    292,   384, 65:02,  -95,    2
  336,    293,  1817, 65:02,  -92,    2
  337,    295,   371, 65:02,  -92,    2
  338,    295,   367, 65:02,  -87,    2
  339,    296,  1341, 65:02,  -88,    3
  340,    297,   784, 65:02,  -95,    3
  341,    298,  2289, 65:02,  -94,    3
  342,    300,   378, 65:02,  -86,    3
  343,    301,   312, 65:02,  -85,    3
  344,    301,   372, 65:02,  -84,    3
  345,    302,   864, 65:02,  -91,    3
  346,    303,  1331, 65:02,  -84,    3
  347,    304,   848, 65:02,  -89,    3
  348,    305,  3258, 65:02,  -93,    3
  349,    308,   369, 65:02,  -91,    3
  350,    309,   863, 65:02,  -90,    3
  351,    310,  2285, 65:02,  -96,    3
  352,    312,  1330, 65:02,  -94,    3
  353,    314,  5005, xx:xx, -120,    3
  354,    319,    62, 65:02,  -93,    3
  355,    319,   846, 65:02,  -94,    3
  356,    320,   374, 65:02,  -99,    3
  357,    321,   317, 65:02,  -94,    3
  358,    321,  1828, 65:02,  -98,    3
  359,    323,   369, 65:02,  -96,    3
  360,    323,  4210, 65:02,  -93,    3
  361,    328,  1818, 65:02,  -98,    3
  362,    330,   354, 65:02,  -96,    3
  363,    330,   377, 65:02,  -94,    3
  364,    331,  4212, 65:02,  -97,    3
  365,    335,  2762, 65:02,  -97,    3
  366,    338,  2315, 65:02,  -98,    4
  367,    340,   293, 65:02,  -93,    4
  368,    341,   846, 65:02,  -97,    4
  369,    342,  3732, 65:02,  -92,    4
  370,    345,   358, 65:02,  -89,    4
  371,    346,   312, 65:02,  -98,    4
  372,    346,  1329, 65:02,  -96,    4
  373,    348,   372, 65:02,  -93,    4
  374,    348,   852, 65:02,  -91,    4
  375,    349,  2790, 65:02,  -94,    4
  376,    352,   349, 65:02,  -90,    4
  377,    353,   367, 65:02,  -94,    4
  378,    353,   361, 65:02,  -87,    4
  379,    354,   370, 65:02,  -87,    4
  380,    354,   846, 65:02,  -88,    4
  381,    355,   362, 65:02,  -92,    4
  382,    356,   373, 65:02,  -90,    4
  383,    356,   845, 65:02,  -84,    4
  384,    357,  1805, 65:02,  -84,    4
  385,    359,   302, 65:02,  -93,    4
  386,    359,   840, 65:02, -100,    4
  387,    360,  1816, 65:02,  -87,    4
  388,    362,  1304, 65:02,  -89,    4
  389,    364,  2290, 65:02,  -94,    4
  390,    366,  1324, 65:02,  -92,    4
  391,    368,  1805, 65:02,  -94,    4
  392,    369,  1329, 65:02,  -94,    4
  393,    371,   354, 65:02,  -92,    4
  394,    371,  2766, 65:02, -100,    4
  395,    374,   366, 65:02,  -95,    4
  396,    375,  2765, 65:02,  -97,    4
  397,    378,   838, 65:02,  -99,    4
  398,    379,   849, 65:02,  -98,    4
  399,    380,  2232, 65:02, -102,    4
  400,    382,  2283, 65:02,  -97,    4
  401,    384,  1799, 65:02,  -99,    4
  402,    386,  5004, xx:xx, -120,    4
  403,    391,   974, 65:02, -100,    4
  404,    392,   862, 65:02,  -99,    4
  405,    393,  1822, 65:02, -100,    4
  406,    395,  1342, 65:02,  -96,    4
  407,    397,  1820, 65:02,  -97,    4
  408,    399,  1343, 65:02,  -99,    4
  409,    400,  3748, 65:02, -100,    4
  410,    404,   378, 65:02, -101,    4
  411,    404,   876, 65:02,  -97,    4
  412,    405,   853, 65:02,  -98,    4
  413,    406,   311, 65:02,  -99,    4
  414,    407,   865, 65:02,  -89,    5
  415,    408,   323, 65:02,  -85,    5
  416,    408,   379, 65:02,  -93,    5
  417,    409,   382, 65:02,  -97,    5
  418,    409,  1823, 65:02,  -92,    5
  419,    411,   379, 65:02,  -93,    5
  420,    412,   387, 65:02,  -87,    5
  421,    412,   868, 65:02,  -77,    5
  422,    413,   359, 65:02,  -89,    5
  423,    414,   380, 65:02,  -88,    5
  424,    414,   378, 65:02,  -75,    5
  425,    415,   861, 65:02,  -98,    5
  426,    416,   374, 65:02,  -87,    5
  427,    416,  1286, 65:02,  -95,    5
  428,    417,   376, 65:02,  -83,    5
  429,    418,  4216, 65:02,  -93,    5
  430,    422,   368, 65:02,  -94,    5
  431,    423,   371, 65:02,  -90,    5
  432,    423,  1825, 65:02,  -91,    5
  433,    425,   849, 65:02,  -93,    5
  434,    426,   387, 65:02,  -93,    5
  435,    427,   850, 65:02, -100,    5
  436,    428,  1332, 65:02, -100,    5
  437,    429,   860, 65:02, -102,    5
  438,    430,  3255, 65:02,  -93,    5
  439,    433,  5004, xx:xx, -120,    5
  440,    438,   540, 65:02, -100,    5
  441,    439,  2242, 65:02,  -96,    5
  442,    441,  3241, 65:02, -100,    5
  443,    445,   371, 65:02,  -95,    5
  444,    445,  2301, 65:02,  -93,    5
  445,    448,  2778, 65:02,  -97,    5
  446,    451,   851, 65:02,  -98,    5
  447,    452,   370, 65:02,  -98,    5
  448,    452,  2287, 65:02,  -99,    5
  449,    454,  1338, 65:02,  -95,    5
  450,    456,  2302, 65:02,  -88,    5
  451,    458,   846, 65:02,  -98,    5
  452,    459,  2775, 65:02,  -97,    5
  453,    462,   381, 65:02,  -96,    5
  454,    463,   364, 65:02,  -92,    5
  455,    463,   303, 65:02,  -89,    5
  456,    464,  1797, 65:02, -100,    5
  457,    465,  1332, 65:02,  -90,    6
  458,    467,   307, 65:02,  -89,    6
  459,    467,   348, 65:02,  -95,    6
  460,    468,   374, 65:02,  -92,    6
  461,    468,  1311, 65:02,  -95,    6
  462,    470,   369, 65:02,  -94,    6
  463,    470,   372, 65:02,  -98,    6
  464,    471,  1336, 65:02,  -91,    6
  465,    472,   375, 65:02,  -87,    6
  466,    473,   385, 65:02,  -85,    6
  467,    473,  1308, 65:02,  -91,    6
  468,    475,  1326, 65:02,  -98,    6
  469,    476,   319, 65:02,  -92,    6
  470,    477,   372, 65:02,  -86,    6
  471,    477,   367, 65:02,  -85,    6
  472,    477,  1327, 65:02,  -92,    6
  473,    479,   835, 65:02,  -99,    6
  474,    480,  1335, 65:02,  -94,    6
  475,    481,   360, 65:02,  -92,    6
  476,    482,   375, 65:02,  -95,    6
  477,    482,  1803, 65:02,  -95,    6
  478,    484,   373, 65:02,  -94,    6
  479,    485,  2789, 65:02, -102,    6
  480,    488,   350, 65:02,  -94,    6
  481,    488,   854, 65:02,  -94,    6
  482,    489,   362, 65:02,  -95,    6
  483,    490,   329, 65:02,  -99,    6
  484,    490,  2280, 65:02,  -94,    6
  485,    492,   368, 65:02, -101,    6
  486,    493,  2762, 65:02, -100,    6
  487,    496,  3723, 65:02,  -90,    6
  488,    500,   368, 65:02,  -90,    6
  489,    500,  5005, xx:xx, -120,    6
  490,    505,  1497, 65:02,  -97,    6
  491,    507,  1793, 65:02,  -99,    6
  492,    509,  1334, 65:02,  -99,    6
  493,    510,   357, 65:02, -102,    6
  494,    511,  5004, xx:xx, -120,    6
  495,    516,   529, 65:02, -101,    6
  496,    516,   350, 65:02,  -96,    6
  497,    517,   791, 65:02,  -95,    6
  498,    518,   842, 65:02,  -90,    6
  499,    519,  2281, 65:02,  -97,    6
  500,    521,   844, 65:02,  -92,    6
  501,    522,   845, 65:02, -100,    6
  502,    523,  1325, 65:02,  -95,    7
  503,    525,   310, 65:02,  -89,    7
  504,    525,   364, 65:02,  -87,    7
  505,    525,   343, 65:02,  -93,    7
  506,    526,   872, 65:02,  -91,    7
  507,    527,  2291, 65:02,  -94,    7
  508,    529,   385, 65:02,  -94,    7
  509,    530,   860, 65:02,  -91,    7
  510,    531,   388, 65:02,  -91,    7
  511,    531,   328, 65:02,  -96,    7
  512,    532,   379, 65:02,  -95,    7
  513,    532,   375, 65:02,  -97,    7
  514,    533,   386, 65:02,  -89,    7
  515,    533,  1339, 65:02,  -88,    7
  516,    535,   383, 65:02,  -85,    7
  517,    535,   381, 65:02,  -84,    7
  518,    536,   380, 65:02,  -86,    7
  519,    536,   856, 65:02, -104,    7
  520,    537,  1825, 65:02,  -91,    7
  521,    539,   864, 65:02,  -89,    7
  522,    540,   377, 65:02,  -96,    7
  523,    540,   380, 65:02,  -91,    7
  524,    541,  1347, 65:02,  -96,    7
  525,    542,   805, 65:02,  -92,    7
  526,    543,   377, 65:02,  -95,    7
  527,    544,   877, 65:02,  -95,    7
  528,    545,  2761, 65:02,  -93,    7
  529,    548,   381, 65:02,  -93,    7
  530,    548,   379, 65:02,  -93,    7
  531,    548,  1819, 65:02,  -92,    7
  532,    550,  1821, 65:02,  -93,    7
  533,    552,  2777, 65:02, -104,    7
  534,    555,   871, 65:02,  -97,    7
  535,    556,  1817, 65:02,  -98,    7
  536,    558,  1793, 65:02, -104,    7
  537,    560,  3759, 65:02, -101,    7
  538,    564,   356, 65:02,  -97,    7
  539,    564,   321, 65:02,  -98,    7
  540,    565,  1328, 65:02,  -99,    7
  541,    566,  1336, 65:02,  -96,    7
  542,    568,  3739, 65:02,  -94,    7
  543,    572,  2772, 65:02,  -89,    7
  544,    574,   373, 65:02, -101,    7
  545,    575,  2773, 65:02,  -99,    7
  546,    578,   856, 65:02,  -87,    7
  547,    579,   381, 65:02,  -93,    7
  548,    579,  2811, 65:02,  -84,    8
  549,    582,   756, 65:02,  -89,    8
  550,    583,   363, 65:02,  -93,    8
  551,    584,  2294, 65:02, -102,    8
  552,    586,   377, 65:02,  -87,    8
  553,    586,   346, 65:02,  -87,    8
  554,    587,   830, 65:02,  -93,    8
  555,    588,   859, 65:02,  -93,    8
  556,    589,   847, 65:02,  -91,    8
  557,    590,   346, 65:02,  -98,    8
  558,    590,  1802, 65:02,  -84,    8
  559,    592,  2771, 65:02,  -85,    8
  560,    595,   852, 65:02, -102,    8
  561,    596,   847, 65:02,  -97,    8
  562,    597,   361, 65:02,  -93,    8
  563,    597,  1335, 65:02,  -96,    8
  564,    599,   374, 65:02,  -97,    8
  565,    599,   367, 65:02,  -95,    8
  566,    600,   369, 65:02,  -93,    8
  567,    600,  2257, 65:02,  -98,    8
  568,    603,  1317, 65:02,  -96,    8
  569,    604,  2290, 65:02,  -93,    8
  570,    607,  3229, 65:02,  -92,    8
  571,    610,  4692, 65:02,  -96,    8
  572,    615,   381, 65:02,  -95,    8
  573,    615,  3711, 65:02,  -95,    8
  574,    619,  5006, xx:xx, -120,    8
  575,    624,   539, 65:02,  -99,    8
  576,    625,   839, 65:02,  -98,    8
  577,    626,  2768, 65:02,  -97,    9
  578,    629,   301, 65:02,  -95,    9
  579,    629,  2765, 65:02,  -94,    9
  580,    632,   368, 65:02,  -98,    9
  581,    633,   318, 65:02, -100,    9
  582,    633,   370, 65:02,  -96,    9
  583,    633,   366, 65:02,  -95,    9
  584,    634,  2285, 65:02,  -91,    9
  585,    636,   842, 65:02,  -89,    9
  586,    637,   853, 65:02,  -92,    9
  587,    638,   844, 65:02,  -90,    9
  588,    639,  2288, 65:02,  -97,    9
  589,    642,   354, 65:02,  -91,    9
  590,    642,  1808, 65:02,  -88,    9
  591,    644,   362, 65:02,  -84,    9
  592,    645,   372, 65:02,  -92,    9
  593,    645,   362, 65:02,  -97,    9
  594,    645,   857, 65:02,  -90,    9
  595,    646,   292, 65:02,  -87,    9
  596,    647,  1333, 65:02,  -90,    9
  597,    648,  1322, 65:02,  -94,    9
  598,    650,   852, 65:02,  -98,    9
  599,    651,   362, 65:02,  -86,    9
  600,    651,   841, 65:02,  -97,    9
  601,    652,  1325, 65:02,  -97,    9
  602,    654,   362, 65:02,  -90,    9
  603,    654,   362, 65:02,  -91,    9
  604,    655,   364, 65:02,  -92,    9
  605,    655,   865, 65:02,  -94,    9
  606,    656,  1305, 65:02,  -96,    9
  607,    658,   333, 65:02,  -99,    9
  608,    658,   390, 65:02,  -96,    9
  609,    658,   321, 65:02,  -96,    9
  610,    659,  1826, 65:02,  -98,    9
  611,    661,   385, 65:02,  -92,    9
  612,    661,   861, 65:02, -104,    9
  613,    662,  3747, 65:02,  -96,    9
  614,    666,   376, 65:02,  -97,    9
  615,    667,  1827, 65:02, -100,    9
  616,    669,   361, 65:02,  -95,    9
  617,    669,  3744, 65:02,  -96,    9
  618,    673,   385, 65:02,  -92,    9
  619,    673,  5019, xx:xx, -120,    9
  620,    678,  3420, 65:02,  -95,    9
  621,    682,   382, 65:02,  -97,    9
  622,    682,  2299, 65:02,  -97,    9
  623,    685,  4649, 65:02,  -94,    9
  624,    690,   860, 65:02, -103,    9
  625,    691,  1341, 65:02,  -98,    9
  626,    692,   861, 65:02,  -95,    9
  627,    693,   375, 65:02, -101,    9
  628,    693,  3748, 65:02,  -85,   10
  629,    697,   323, 65:02,  -97,   10
  630,    698,   360, 65:02,  -98,   10
  631,    698,  1335, 65:02,  -99,   10
  632,    700,   381, 65:02,  -90,   10
  633,    700,   377, 65:02,  -93,   10
  634,    701,   375, 65:02,  -98,   10
  635,    701,   382, 65:02,  -89,   10
  636,    702,   855, 65:02,  -92,   10
  637,    703,  1768, 65:02,  -84,   10
  638,    705,   371, 65:02,  -94,   10
  639,    705,   861, 65:02,  -98,   10
  640,    706,   380, 65:02,  -96,   10
  641,    706,   866, 65:02,  -94,   10
  642,    707,  1329, 65:02,  -95,   10
  643,    709,  1337, 65:02,  -98,   10
  644,    710,   376, 65:02,  -88,   10
  645,    711,   377, 65:02,  -88,   10
  646,    711,   362, 65:02,  -85,   10
  647,    712,  1819, 65:02,  -89,   10
  648,    714,   361, 65:02, -102,   10
  649,    714,   849, 65:02,  -86,   10
  650,    715,   373, 65:02, -103,   10
  651,    716,  1773, 65:02,  -96,   10
  652,    717,   863, 65:02,  -95,   10
  653,    718,   353, 65:02,  -93,   10
  654,    719,  2304, 65:02,  -98,   10
  655,    721,  1333, 65:02,  -89,   10
  656,    723,  2288, 65:02,  -97,   10
  657,    725,   372, 65:02,  -95,   10
  658,    726,  1815, 65:02,  -93,   10
